Id,Name,Isin,AmfiCode,Rta,RtaCode,AmcCode,LastUpdatedBy,LastUpdatedOnUtc
11973,Sbi Long Term Advantage Fund Series Ii Regular Plan Growth,INF200KA1317,133361,CAMS,L461G,461G,Ranjith.Vijayabaskar,1/1/2007 10:00
11974,Icici Prudential Fmp Series 76 - 1100 Days Plan E Regular Plan Cumulative,INF109KA16O8,,CAMS,P2584,F761100E,Ranjith.Vijayabaskar,1/1/2007 10:00
11975,Icici Prudential Fmp Series 76 - 1100 Days Plan E Regular Plan Dividend Payout,INF109KA17O6,,CAMS,P2585,F761100E,Ranjith.Vijayabaskar,1/1/2007 10:00
11976,Hdfc Fmp 1107D December 2014 (1) - Regular Option - Growth Option,INF179KA1O89,133377,CAMS,HFNHGR,FNHGR,Ranjith.Vijayabaskar,1/1/2007 10:00
11977,Hdfc Fmp 1107D December 2014 (1) - Regular Option - Normal Idcw Payout Option,INF179KA1O97,133375,CAMS,HFNHDR,FNHDR,Ranjith.Vijayabaskar,1/1/2007 10:00
11978,Hdfc Fmp 1107D December 2014 (1) - Regular Option - Quarterly Idcw Payout Option,INF179KA1P05,133378,CAMS,HFNHQR,FNHQR,Ranjith.Vijayabaskar,1/1/2007 10:00
11979,Hdfc Fmp 1107D December 2014 (1) - Regular Option - Flexi Option-Idcw Payout,INF179KA1P13,133376,CAMS,HFNHFR,FNHFR,Ranjith.Vijayabaskar,1/1/2007 10:00
11982,Motilal Oswal Long Term Equity Fund - Regular Idcw Payout,INF247L01551,133383,KARVY,127LTDP,LTDP,Ranjith.Vijayabaskar,1/1/2007 10:00
11983,Motilal Oswal Long Term Equity Fund - Regular Growth,INF247L01544,133385,KARVY,127LTGP,LTGP,Ranjith.Vijayabaskar,1/1/2007 10:00
11984,Canara Robeco Indigo Fund Regular -Growth,INF760K01AJ0,113101,KARVY,101IGGP,IGGP,Ranjith.Vijayabaskar,1/1/2007 10:00
11986,Hdfc Dynamic Debt Fund - Direct - Normal Idcw Payout,INF179KA1Q95,133369,CAMS,H11NT,11NT,Ranjith.Vijayabaskar,1/1/2007 10:00
11988,Hdfc Dynamic Debt Fund - Regular Plan - Normal Idcw Payout,INF179KA1R11,133370,CAMS,H11N,11N,Ranjith.Vijayabaskar,1/1/2007 10:00
11992,Hdfc Income Fund - Direct Plan - Normal Idcw Payout,INF179KA1Q12,133365,CAMS,HIFNT,IFNT,Ranjith.Vijayabaskar,1/1/2007 10:00
11994,Hdfc Income Fund-Normal Idcw Payout,INF179KA1Q38,133366,CAMS,HIFN,IFN,Ranjith.Vijayabaskar,1/1/2007 10:00
11998,Hdfc Short Term Debt Fund - Direct Plan - Normal Idcw Payout,INF179KA1Q53,133367,CAMS,HSTONT,STONT,Ranjith.Vijayabaskar,1/1/2007 10:00
11999,Hdfc Short Term Debt Fund - Direct Normal Idcw Reinvestment Reinvestment,INF179KA1Q46,,CAMS,HSONTR,SONTR,Ranjith.Vijayabaskar,1/1/2007 10:00
12000,Hdfc Short Term Debt Fund - Regular Plan - Normal Idcw Payout,INF179KA1Q79,133368,CAMS,HSTON,STON,Ranjith.Vijayabaskar,1/1/2007 10:00
12004,Axis Hybrid Fund - Series 18 (42 Months)Idcw Payout,INF846K01RA0,133428,KARVY,128A8DP,A8DPD,Ranjith.Vijayabaskar,1/1/2007 10:00
12005,Axis Hybrid Fund - Series 18 (42 Months)Growth,INF846K01QZ9,133427,KARVY,128A8GP,A8GPG,Ranjith.Vijayabaskar,1/1/2007 10:00
12006,Hdfc Fmp 1115D January 2015 (1) - Regular Option - Growth Option,INF179KA1R60,133464,CAMS,HFNIGR,FNIGR,Ranjith.Vijayabaskar,1/1/2007 10:00
12007,Hdfc Fmp 1115D January 2015 (1) - Regular Option - Normal Idcw Payout Option,INF179KA1R78,133462,CAMS,HFNIDR,FNIDR,Ranjith.Vijayabaskar,1/1/2007 10:00
12008,Hdfc Fmp 1115D January 2015 (1) - Regular Option - Quarterly Idcw Payout Option,INF179KA1R86,133465,CAMS,HFNIQR,FNIQR,Ranjith.Vijayabaskar,1/1/2007 10:00
12009,Hdfc Fmp 1115D January 2015 (1) - Regular Option - Flexi Option-Idcw Payout,INF179KA1R94,133463,CAMS,HFNIFR,FNIFR,Ranjith.Vijayabaskar,1/1/2007 10:00
12010,Sbi Inflation Indexed Bond Fund - Regular Plan - Idcw Payout,INF200K015V9,,CAMS,L451DP,451DP,Ranjith.Vijayabaskar,1/1/2007 10:00
12011,Sbi Inflation Indexed Bond Fund - Regular Plan - Idcw Reinvestment,INF200K016V7,,CAMS,L451D,451D,Ranjith.Vijayabaskar,1/1/2007 10:00
12012,Sbi Inflation Indexed Bond Fund - Regular Plan - Growth,INF200K014V2,,CAMS,L451G,451G,Ranjith.Vijayabaskar,1/1/2007 10:00
12016,Sbi Benchmark Gsec Fund - Reg-Idcw Reinvestment,INF200K01U09,,CAMS,L345D,345,Ranjith.Vijayabaskar,1/1/2007 10:00
12017,Sbi Benchmark Gsec Fund - Reg-Idcw Payout,INF200K01T93,,CAMS,L345DP,345,Ranjith.Vijayabaskar,1/1/2007 10:00
12018,Sbi Benchmark Gsec Fund-Reg-Growth,INF200K01T85,,CAMS,L345G,345,Ranjith.Vijayabaskar,1/1/2007 10:00
12022,Sbi Banking And Psu Fund Regular Growth,INF200K01U41,125498,CAMS,L348RG,348,Ranjith.Vijayabaskar,1/1/2007 10:00
12024,Icici Prudential Capital Protection Oriented Fund Seriesvii 1284 Days Plan E- Cumulative,INF109KA14P0,133382,CAMS,P2589,CAPITA7E,Ranjith.Vijayabaskar,1/1/2007 10:00
12025,Icici Prudential Capital Protection Oriented Fund Seriesvii 1284 Days Plan E- Dividend Payout,INF109KA15P7,133381,CAMS,P2590,CAPITA7E,Ranjith.Vijayabaskar,1/1/2007 10:00
12030,Icici Prudential Growth Fund Series 7 Dividend Payout,INF109KA18P1,133425,CAMS,P2591,GROWTH7,Ranjith.Vijayabaskar,1/1/2007 10:00
12031,Icici Prudential Fmp Series 76 - 1103 Days Plan F Cumulative,INF109KA14Q8,133434,CAMS,P2592,F761103F,Ranjith.Vijayabaskar,1/1/2007 10:00
12032,Icici Prudential Fmp Series 76 - 1103 Days Plan F Dividend Payout,INF109KA15Q5,133433,CAMS,P2593,F761103F,Ranjith.Vijayabaskar,1/1/2007 10:00
12033,Icici Prudential Capital Protection Oriented Fund Seriesvii 1288 Days Plan F- Cumulative,INF109KA18Q9,133438,CAMS,P2594,CAPITA7F,Ranjith.Vijayabaskar,1/1/2007 10:00
12034,Icici Prudential Capital Protection Oriented Fund Seriesvii 1288 Days Plan F- Dividend Payout,INF109KA19Q7,133435,CAMS,P2595,CAPITA7F,Ranjith.Vijayabaskar,1/1/2007 10:00
12035,Baroda Credit Opportunities Fund - Plan A Bonus,INF955L01FT2,133525,KARVY,107COBP,COBP,Ranjith.Vijayabaskar,1/1/2007 10:00
12036,Baroda Credit Risk Fund Plan A Growth,INF955L01FP0,133486,KARVY,107COGP,COGP,Ranjith.Vijayabaskar,1/1/2007 10:00
12037,Baroda Credit Risk Fund Plan A Monthly Idcw Payout,INF955L01FU0,133517,KARVY,107COMD,COMD,Ranjith.Vijayabaskar,1/1/2007 10:00
12038,Baroda Credit Risk Fund Plan A Monthly Idcw Reinvestment,INF955L01FW6,,KARVY,107COMD,COMD,Ranjith.Vijayabaskar,1/1/2007 10:00
12039,Baroda Credit Risk Fund Plan A Quarterly Idcw Payout,INF955L01FV8,133518,KARVY,107COQD,COQD,Ranjith.Vijayabaskar,1/1/2007 10:00
12040,Baroda Credit Risk Fund Plan A Quarterly Idcw Reinvestment,INF955L01FX4,,KARVY,107COQD,COQD,Ranjith.Vijayabaskar,1/1/2007 10:00
12041,Icici Prudential Growth Fund Series 8 Dividend Payout,INF109KA19R5,133468,CAMS,P2598,GROWTH8,Ranjith.Vijayabaskar,1/1/2007 10:00
12042,Aditya Birla Sun Life Manufacturing Equity Fund-Regular Plan-Growth,INF209KA1YH6,133513,CAMS,B250B,250B,Ranjith.Vijayabaskar,1/1/2007 10:00
12043,Aditya Birla Sun Life Manufacturing Equity Fund-Regular Plan-Idcw Payout,INF209KA1YI4,133515,CAMS,B250A,250A,Ranjith.Vijayabaskar,1/1/2007 10:00
12045,Aditya Birla Sun Life Fixed Term Plan Series Mg (1099 Days)-Regular Plan-Growth,INF209KA1YB9,,CAMS,B1272B,1272B,Ranjith.Vijayabaskar,1/1/2007 10:00
12046,Aditya Birla Sun Life Fixed Term Plan Series Mg (1099 Days)-Regular Plan-Normal Dividend Payout,INF209KA1YC7,,CAMS,B1272A,1272A,Ranjith.Vijayabaskar,1/1/2007 10:00
12047,Aditya Birla Sun Life Fixed Term Plan Series Mg (1099 Days)-Regular Plan-Quarterly Dividend Payout,INF209KA1YD5,,CAMS,B1272C,1272C,Ranjith.Vijayabaskar,1/1/2007 10:00
12048,Dsp Dual Advantage Fund Series 34 - 36M - Reg - G,INF740K018M9,133508,CAMS,D1642,1642,Ranjith.Vijayabaskar,1/1/2007 10:00
12049,Dsp Dual Advantage Fund Series 34 - 36M - Reg - Dividend Payout,INF740K019M7,133506,CAMS,D1643,1643,Ranjith.Vijayabaskar,1/1/2007 10:00
12050,Hdfc Focused Equity Fund - Plan A - Regular Option - Idcw Payout,INF179KA1T92,133526,CAMS,HRG3DR,RG3DR,Ranjith.Vijayabaskar,1/1/2007 10:00
12051,Hdfc Focused Equity Fund - Plan A - Regular Option - Growth,INF179KA1T84,133527,CAMS,HRG3GR,RG3GR,Ranjith.Vijayabaskar,1/1/2007 10:00
12054,Sundaram Fixed Term Plan Gu Regular Plan Quarterly Idcw Payout,INF903J010C3,,KARVY,SGURQD,GURQD,Ranjith.Vijayabaskar,1/1/2007 10:00
12055,Sundaram Fixed Term Plan Gu Regular Plan Growth,INF903J018B8,133555,KARVY,SGURG,GURG,Ranjith.Vijayabaskar,1/1/2007 10:00
12056,Sundaram Fixed Term Plan Gu Regular Plan Half Yearly Idcw Payout,INF903J019B6,133556,KARVY,SGURHD,GURHD,Ranjith.Vijayabaskar,1/1/2007 10:00
12060,Icici Prudential Fmp Series 76 - 1100 Days Plan G Cumulative,INF109KA16R1,133457,CAMS,P2596,F761100G,Ranjith.Vijayabaskar,1/1/2007 10:00
12061,Icici Prudential Fmp Series 76 - 1100 Days Plan G Dividend Payout,INF109KA17R9,133456,CAMS,P2597,F761100G,Ranjith.Vijayabaskar,1/1/2007 10:00
12062,Tata Dual Advantage Fund Series 2 - Scheme C - Plan A - Idcw Payout,INF277K01M23,133510,CAMS,TD2CD,TDAF2CA,Ranjith.Vijayabaskar,1/1/2007 10:00
12063,Tata Dual Advantage Fund Series 2 - Scheme C - Plan A - Growth,INF277K01M15,133509,CAMS,TD2CG,TDAF2CB,Ranjith.Vijayabaskar,1/1/2007 10:00
12064,Sundaram Value Fund Series Ii Regular Growth,INF903J014C5,133557,KARVY,SVF2RG,VF2RG,Ranjith.Vijayabaskar,1/1/2007 10:00
12065,Sundaram Value Fund Series Ii Regular Idcw Payout,INF903J015C2,133558,KARVY,SVF2RD,VF2RD,Ranjith.Vijayabaskar,1/1/2007 10:00
12066,Lic Mf Rajiv Gandhi Equity Savings Scheme- Series 3-Dividend-Idcw Payout,INF767K01MW3,133582,KARVY,102R3DP,LIC169,Ranjith.Vijayabaskar,1/1/2007 10:00
12067,Lic Mf Rajiv Gandhi Equity Savings Scheme- Series 3-Growth-Growth,INF767K01MX1,133583,KARVY,102R3GP,LIC169,Ranjith.Vijayabaskar,1/1/2007 10:00
12068,Axis Hybrid Fund - Series 19 (42 Months)Idcw Payout,INF846K01RE2,133562,KARVY,128A9DP,A9DPD,Ranjith.Vijayabaskar,1/1/2007 10:00
12069,Axis Hybrid Fund - Series 19 (42 Months)Growth,INF846K01RD4,133561,KARVY,128A9GP,A9GPG,Ranjith.Vijayabaskar,1/1/2007 10:00
12070,Icici Prudential Fmp Series 76 - 1185 Days Plan H Cumulative,INF109KA16S9,133503,CAMS,P2599,F761185H,Ranjith.Vijayabaskar,1/1/2007 10:00
12071,Icici Prudential Fmp Series 76 - 1185 Days Plan H Dividend Payout,INF109KA17S7,133502,CAMS,P2600,F761185H,Ranjith.Vijayabaskar,1/1/2007 10:00
12072,Icici Prudential Fmp Series 76 - 1185 Days Plan H Direct Plan Cumulative,INF109KA18S5,133504,CAMS,P8801,F761185H,Ranjith.Vijayabaskar,1/1/2007 10:00
12073,Icici Prudential Fmp Series 76 - 1185 Days Plan H Direct Plan Half Yearly Dividend Payout,INF109KA19S3,133501,CAMS,P8802,F761185H,Ranjith.Vijayabaskar,1/1/2007 10:00
12074,Hdfc Fmp 1184D January 2015 (1) - Regular Option - Growth Option,INF179KA1W06,133601,CAMS,HFNJGR,FNJGR,Ranjith.Vijayabaskar,1/1/2007 10:00
12075,Hdfc Fmp 1184D January 2015 (1) - Regular Option - Normal Idcw Payout Option,INF179KA1W14,133596,CAMS,HFNJDR,FNJDR,Ranjith.Vijayabaskar,1/1/2007 10:00
12076,Hdfc Fmp 1184D January 2015 (1) - Regular Option - Quarterly Idcw Payout Option,INF179KA1W22,133597,CAMS,HFNJQR,FNJQR,Ranjith.Vijayabaskar,1/1/2007 10:00
12077,Hdfc Fmp 1184D January 2015 (1) - Regular Option - Flexi Option-Idcw Payout,INF179KA1W30,133598,CAMS,HFNJFR,FNJFR,Ranjith.Vijayabaskar,1/1/2007 10:00
12079,L&T Resurgent India Bond Fund Idcw Reinvestent,INF917K01TI8,133605,CAMS,FLRCBD,F,Ranjith.Vijayabaskar,1/1/2007 10:00
12080,L&T Resurgent India Bond Fund Growth,INF917K01TH0,133607,CAMS,FLRCBG,F,Ranjith.Vijayabaskar,1/1/2007 10:00
12081,Nippon India Retirement Fund-Wealth Creation Scheme-Growth Plan Growth Option,INF204KA1B64,133565,KARVY,RMFRWGP,RWGPG,Ranjith.Vijayabaskar,1/1/2007 10:00
12082,Nippon India Retirement Fund-Wealth Creation Scheme-Bonus Plan Bonus Option,INF204KA1B80,133631,KARVY,RMFRWBP,RWBPB,Ranjith.Vijayabaskar,1/1/2007 10:00
12083,Nippon India Retirement Fund-Wealth Creation Scheme-Dividend Plan Idcw Payout Option,INF204KA1C06,133567,KARVY,RMFRWDP,RWDPD,Ranjith.Vijayabaskar,1/1/2007 10:00
12084,Nippon India Retirement Fund-Income Generation Scheme-Growth Plan Growth Option,INF204KA1C22,133572,KARVY,RMFRGGP,RGGPG,Ranjith.Vijayabaskar,1/1/2007 10:00
12085,Nippon India Retirement Fund-Income Generation Scheme-Bonus Plan Bonus Option,INF204KA1C48,133628,KARVY,RMFRGBP,RGBPB,Ranjith.Vijayabaskar,1/1/2007 10:00
12086,Nippon India Retirement Fund-Income Generation Scheme Dividend Plan Idcw Payout Option,INF204KA1C63,133571,KARVY,RMFRGDP,RGDPD,Ranjith.Vijayabaskar,1/1/2007 10:00
12094,Hdfc Cpo - Iii - 1173D January 2015 - Regular Option- Growth Option,INF179KA1W63,133634,CAMS,HCPGR1,CPGR1,Ranjith.Vijayabaskar,1/1/2007 10:00
12095,Hdfc Cpo - Iii - 1173D January 2015 - Regular Option- Idcw Payout Option,INF179KA1W71,133635,CAMS,HCPDR1,CPDR1,Ranjith.Vijayabaskar,1/1/2007 10:00
12098,Motilal Oswal Long Term Equity Fund - Direct Growth,INF247L01569,133386,KARVY,127LTGD,LTGD,Ranjith.Vijayabaskar,1/1/2007 10:00
12099,Motilal Oswal Long Term Equity Fund - Direct Idcw Payout,INF247L01577,133384,KARVY,127LTPD,LTPD,Ranjith.Vijayabaskar,1/1/2007 10:00
12102,Icici Prudential Equity And Debt Fund - Direct Plan - Half Yearly Idcw Reinvestment,INF109KA1Y01,131453,CAMS,P8718,BALCD,Ranjith.Vijayabaskar,1/1/2007 10:00
12103,Icici Prudential Equity And Debt Fund - Half Yearly Idcw Reinvestment,INF109KA1X85,131452,CAMS,P2518,BALCD,Ranjith.Vijayabaskar,1/1/2007 10:00
12106,Icici Prudential Balanced Advantage Fund - Quarterly Idcw Reinvestment,INF109KA1Y27,131450,CAMS,P2519,EQDWTO,Ranjith.Vijayabaskar,1/1/2007 10:00
