Id,Name,Isin,AmfiCode,Rta,RtaCode,AmcCode,LastUpdatedBy,LastUpdatedOnUtc
35359,Aditya Birla Sun Life Dynamic Bond Fund - Retail Plan - Monthly Direct Plan-Idcw Reinvestment,INF209K01R62,119503,CAMS,B321MZ,321MZ,Ranjith.Vijayabaskar,1/1/2007 10:00
35361,Aditya Birla Sun Life Dynamic Bond Fund - Quarterly Direct Plan-Idcw Reinvestment,INF209K01R88,119502,CAMS,B321QZ,321QZ,Ranjith.Vijayabaskar,1/1/2007 10:00
35363,Aditya Birla Sun Life Dynamic Bond Fund - Direct Plan-Idcw Reinvestment,INF209KA1TX3,132918,CAMS,B321X,321X,Ranjith.Vijayabaskar,1/1/2007 10:00
35365,Aditya Birla Sun Life Short Term Fund -Quarterly Idcw Reinvestment - Direct Plan,INF209K01R96,119496,CAMS,B341WZ,341WZ,Ranjith.Vijayabaskar,1/1/2007 10:00
35367,Aditya Birla Sun Life Corporate Bond Fund - Idcw Reinvestment,INF209KA1KS2,124833,CAMS,B37A,37A,Ranjith.Vijayabaskar,1/1/2007 10:00
35369,Aditya Birla Sun Life Corporate Bond Fund-Direct Plan - Idcw Reinvestment,INF209KA1KT0,124832,CAMS,B37AZ,37AZ,Ranjith.Vijayabaskar,1/1/2007 10:00
35371,Aditya Birla Sun Life Corporate Bond Fund - Monthly Idcw Reinvestment-Direct Plan,INF209K01N90,119532,CAMS,B37Z,37Z,Ranjith.Vijayabaskar,1/1/2007 10:00
35373,Aditya Birla Sun Life Retirement Fund - The 50S Plan Regular Idcw Reinvestment,INF209KB1J22,146939,CAMS,B57A,57A,Ranjith.Vijayabaskar,1/1/2007 10:00
35375,Aditya Birla Sun Life Retirement Fund - The 50S Plan Direct Idcw Reinvestment,INF209KB1J55,146937,CAMS,B57X,57X,Ranjith.Vijayabaskar,1/1/2007 10:00
35377,Aditya Birla Sun Life Retirement Fund - The 50S Plus - Debt Plan Regular Idcw Reinvestment,INF209KB1J89,146942,CAMS,B58A,58A,Ranjith.Vijayabaskar,1/1/2007 10:00
35379,Aditya Birla Sun Life Retirement Fund - The 50S Plus - Debt Plan Direct Idcw Reinvestment,INF209KB1K11,146944,CAMS,B58X,58X,Ranjith.Vijayabaskar,1/1/2007 10:00
35381,Aditya Birla Sun Life Banking And Psu Debt Fund - Idcw Reinvestment- Direct Plan,INF209KA12Z1,119551,CAMS,B85IFZ,85IFZ,Ranjith.Vijayabaskar,1/1/2007 10:00
35383,Aditya Birla Sun Life Banking And Psu Debt Fund - Monthly Idcw Reinvestment-Direct Plan,INF209K01YM2,119552,CAMS,B85NDZ,85NDZ,Ranjith.Vijayabaskar,1/1/2007 10:00
35385,Aditya Birla Sun Life Banking And Psu Debt Fund - Quarterly Idcw Reinvestment-Direct Plan,INF209K01YO8,119553,CAMS,B85NMZ,85NMZ,Ranjith.Vijayabaskar,1/1/2007 10:00
35387,Aditya Birla Sun Life Dynamic Bond Fund Idcw Reinvestment Regular Plan,INF209KA1TV7,132917,CAMS,B321A,321A,Ranjith.Vijayabaskar,1/1/2007 10:00
35389,Aditya Birla Sun Life Retirement Fund - The 30S Plan Regular Idcw Reinvestment,INF209KB1I07,146574,CAMS,B55A,55A,Ranjith.Vijayabaskar,1/1/2007 10:00
35391,Aditya Birla Sun Life Retirement Fund - The 30S Plan Direct Idcw Reinvestment,INF209KB1I31,146576,CAMS,B55X,55X,Ranjith.Vijayabaskar,1/1/2007 10:00
35393,Aditya Birla Sun Life Retirement Fund - The 40S Plan Regular Idcw Reinvestment,INF209KB1I64,146928,CAMS,B56A,56A,Ranjith.Vijayabaskar,1/1/2007 10:00
35395,Aditya Birla Sun Life Retirement Fund - The 40S Plan Direct Idcw Reinvestment,INF209KB1I98,146927,CAMS,B56X,56X,Ranjith.Vijayabaskar,1/1/2007 10:00
35397,Aditya Birla Sun Life Gold Fund Direct Plan-Idcw Reinvestment,INF209K01YT7,120545,CAMS,B916DZ,916DZ,Ranjith.Vijayabaskar,1/1/2007 10:00
35399,Aditya Birla Sun Life Financial Planning Fund Conservative Plan Direct Plan Idcw Reinvestment,INF084M01ES4,132184,CAMS,BD1055,D1055,Ranjith.Vijayabaskar,1/1/2007 10:00
35401,Aditya Birla Sun Life Liquid Fund Weekly Idcw Reinvestment Regular,INF209KA1LK7,100048,CAMS,B153WD,153WD,Ranjith.Vijayabaskar,1/1/2007 10:00
35403,Aditya Birla Sun Life Liquid Fund - Direct Plan-Idcw Reinvestment,INF209K01VD7,119571,CAMS,B153Z,153Z,Ranjith.Vijayabaskar,1/1/2007 10:00
35441,Aditya Birla Sun Life Global Excellence Equity Fund Of Fund Retail Plan Idcw Payout,INF084M01BB6,132003,CAMS,B373,373,Ranjith.Vijayabaskar,1/1/2007 10:00
35443,Aditya Birla Sun Life Asset Allocator Fof Scheme - Idcw Payout,INF084M01AG7,131863,CAMS,B1005,1005,Ranjith.Vijayabaskar,1/1/2007 10:00
35445,Aditya Birla Sun Life Financial Planning Fof - Conservative Plan- Idcw Payout,INF084M01069,132179,CAMS,B1055,1055,Ranjith.Vijayabaskar,1/1/2007 10:00
35447,Aditya Birla Sun Life Financial Planning Fof - Moderate Plan - Idcw Payout,INF084M01093,132175,CAMS,B1058,1058,Ranjith.Vijayabaskar,1/1/2007 10:00
35449,Aditya Birla Sun Life Global Emerging Opportunities Fund Idcw Payout,INF084M01AV6,132139,CAMS,B59C,59C,Ranjith.Vijayabaskar,1/1/2007 10:00
35452,Aditya Birla Sun Life Banking And Psu Debt Fund - Monthly Idcw Reinvestment-Regular Plan,INF209K01LU2,110282,CAMS,B85NDD,85NDD,Ranjith.Vijayabaskar,1/1/2007 10:00
35454,Aditya Birla Sun Life Floating Rate Fund - Regular Plan Weekly Idcw Reinvestment,INF209K01MH7,122647,CAMS,B152IW,152IW,Ranjith.Vijayabaskar,1/1/2007 10:00
35456,Aditya Birla Sun Life Savings Fund - Weekly Idcw Payout-Direct Plan,INF123BSE179,,CAMS,B132WZ,132WZ,Ranjith.Vijayabaskar,1/1/2007 10:00
35458,Aditya Birla Sun Life Money Manager Fund - Weekly Idcw Payout-Direct Plan,INF123BSE180,,CAMS,B151WZ,151WZ,Ranjith.Vijayabaskar,1/1/2007 10:00
35460,Aditya Birla Sun Life Low Duration Fund - Ip - Weekly Idcw Payout,INF123BSE181,,CAMS,B45N,45N,Ranjith.Vijayabaskar,1/1/2007 10:00
35461,Nippon India Multi Asset Fund-Regular Plan-Growth,INF204KB16V0,148459,KARVY,RMFMFGP,MFGPG,Ranjith.Vijayabaskar,1/1/2007 10:00
35462,Nippon India Multi Asset Fund-Regular Plan-Idcw Payout,INF204KB17V8,148460,KARVY,RMFMFDP,MFDPD,Ranjith.Vijayabaskar,1/1/2007 10:00
35463,Nippon India Multi Asset Fund-Direct Plan-Growth,INF204KB19V4,148457,KARVY,RMFMFAG,MFAGG,Ranjith.Vijayabaskar,1/1/2007 10:00
35464,Nippon India Multi Asset Fund-Direct Plan-Idcw Payout,INF204KB10W1,148458,KARVY,RMFMFAD,MFADD,Ranjith.Vijayabaskar,1/1/2007 10:00
35465,Nippon India Multi Asset Fund-Regular Plan-Idcw Reinvestement,INF204KB18V6,148460,KARVY,RMFMFDP,MFDPR,Ranjith.Vijayabaskar,1/1/2007 10:00
35466,Nippon India Multi Asset Fund-Direct Plan-Idcw Reinvestement,INF204KB11W9,148458,KARVY,RMFMFAD,MFADR,Ranjith.Vijayabaskar,1/1/2007 10:00
35467,Kotak Fmp Series 286 - Growth,INF174KA1FA1,,CAMS,K1139,K1139,Ranjith.Vijayabaskar,1/1/2007 10:00
35468,Kotak Fmp Series 286 - Idcw Payout,INF174KA1FB9,,CAMS,K1140,K1140,Ranjith.Vijayabaskar,1/1/2007 10:00
35469,Kotak Fmp Series 286 - Direct Growth,INF174KA1FC7,,CAMS,K1139D,K1139D,Ranjith.Vijayabaskar,1/1/2007 10:00
35470,Kotak Fmp Series 286 - Direct Idcw Payout,INF174KA1FD5,,CAMS,K1140D,K1140D,Ranjith.Vijayabaskar,1/1/2007 10:00
35475,Mahindra Manulife Arbitrage Yojana - Regular - Growth,INF174V01978,148467,CAMS,MMMAYRG,MAYRG,Ranjith.Vijayabaskar,1/1/2007 10:00
35476,Mahindra Manulife Arbitrage Yojana - Regular - Idcw Reinvestment,INF174V01986,148469,CAMS,MMMAYRD,MAYRD,Ranjith.Vijayabaskar,1/1/2007 10:00
35477,Mahindra Manulife Arbitrage Yojana - Regular - Idcw Payout,INF174V01986,148469,CAMS,MMMAYRD,MAYRD,Ranjith.Vijayabaskar,1/1/2007 10:00
35479,Mahindra Manulife Arbitrage Yojana - Direct - Growth,INF174V01AA0,148468,CAMS,MMMAYDG,MAYDG,Ranjith.Vijayabaskar,1/1/2007 10:00
35480,Mahindra Manulife Arbitrage Yojana - Direct - Idcw Reinvestment,INF174V01AB8,148470,CAMS,MMMAYDD,MAYDD,Ranjith.Vijayabaskar,1/1/2007 10:00
35481,Mahindra Manulife Arbitrage Yojana - Direct - Idcw Payout,INF174V01AB8,148470,CAMS,MMMAYDD,MAYDD,Ranjith.Vijayabaskar,1/1/2007 10:00
35483,Baroda Large And Mid Cap Fund-Direct Idcw Payout,INF955L01JV0,148475,KARVY,107LMD1,LMD1,Ranjith.Vijayabaskar,1/1/2007 10:00
35484,Baroda Large And Mid Cap Fund-Direct Idcw Reinvestment,INF955L01JW8,148475,KARVY,107LMD1,LMD1,Ranjith.Vijayabaskar,1/1/2007 10:00
35485,Baroda Large And Mid Cap Fund-Direct Growth,INF955L01JU2,148474,KARVY,107LMD2,LMD2,Ranjith.Vijayabaskar,1/1/2007 10:00
35486,Baroda Large And Mid Cap Fund-Regular Idcw Payout,INF955L01JS6,148472,KARVY,107LMDP,LMDP,Ranjith.Vijayabaskar,1/1/2007 10:00
35487,Baroda Large And Mid Cap Fund-Regular Idcw Reinvestment,INF955L01JT4,148472,KARVY,107LMDP,LMDP,Ranjith.Vijayabaskar,1/1/2007 10:00
35488,Baroda Large And Mid Cap Fund-Regular Growth,INF955L01JR8,148471,KARVY,107LMGP,LMGP,Ranjith.Vijayabaskar,1/1/2007 10:00
35489,Sbi Long Term Advantage Fund Series Iv - Direct - Growth,INF200KA1LS9,140487,CAMS,LD511G,D511G,Ranjith.Vijayabaskar,1/1/2007 10:00
35490,Sbi Long Term Advantage Fund Series Iv - Direct - Idcw Payout,INF200KA1LT7,140486,CAMS,LD511D,D511D,Ranjith.Vijayabaskar,1/1/2007 10:00
35491,Union Medium Duration Fund - Direct Plan - Idcw Payout,INF582M01GS2,148480,CAMS,UKMDDDP,MDDDP,Ranjith.Vijayabaskar,1/1/2007 10:00
35492,Union Medium Duration Fund - Direct Plan - Idcw Reinvestment,INF582M01GR4,148480,CAMS,UKMDDDR,MDDDR,Ranjith.Vijayabaskar,1/1/2007 10:00
35493,Union Medium Duration Fund - Direct Plan - Growth,INF582M01GQ6,148479,CAMS,UKMDDG,MDDG,Ranjith.Vijayabaskar,1/1/2007 10:00
35494,Union Medium Duration Fund - Regular Plan - Idcw Payout,INF582M01GW4,148478,CAMS,UKMDRDP,MDRDP,Ranjith.Vijayabaskar,1/1/2007 10:00
35495,Union Medium Duration Fund - Regular Plan - Idcw Reinvestment,INF582M01GV6,148478,CAMS,UKMDRDR,MDRDR,Ranjith.Vijayabaskar,1/1/2007 10:00
35496,Union Medium Duration Fund - Regular Plan - Growth,INF582M01GU8,148477,CAMS,UKMDRG,MDRG,Ranjith.Vijayabaskar,1/1/2007 10:00
35497,Uti Focussed Equity Fund Series I (2195 Days)-Direct Plan - Idcw Payout,INF789FC1Q55,131021,KARVY,108FED1,493,Ranjith.Vijayabaskar,1/1/2007 10:00
35498,Uti Focussed Equity Fund Series I (2195 Days)-Regular Plan - Idcw Patout,INF789FC1Q30,131020,KARVY,108FEDP,493,Ranjith.Vijayabaskar,1/1/2007 10:00
35499,Uti Focussed Equity Fund Series I (2195 Days)-Direct Plan - Growth,INF789FC1Q63,131019,KARVY,108FEG1,493,Ranjith.Vijayabaskar,1/1/2007 10:00
35500,Uti Focussed Equity Fund Series I (2195 Days)-Regular Plan - Growth,INF789FC1Q48,131018,KARVY,108FEGP,493,Ranjith.Vijayabaskar,1/1/2007 10:00
35527,Hdfc Banking And Psu Debt Fund - Regular Idcw Reinvestment Option,INF179KA1JD2,128627,CAMS,HHBPDR,HBPDR,Ranjith.Vijayabaskar,1/1/2007 10:00
35535,Axis Global Equity Alpha Fund Of Fund Direct Idcw Payout,INF846K01X14,148487,KARVY,128GAD1,GAD1D,Ranjith.Vijayabaskar,1/1/2007 10:00
35536,Axis Global Equity Alpha Fund Of Fund Direct Idcw Reinvestment,INF846K01X22,148487,KARVY,128GAD1,GAD1R,Ranjith.Vijayabaskar,1/1/2007 10:00
35537,Axis Global Equity Alpha Fund Of Fund Direct Growth,INF846K01X06,148485,KARVY,128GADG,GADGG,Ranjith.Vijayabaskar,1/1/2007 10:00
35538,Axis Global Equity Alpha Fund Of Fund Regular Idcw Payout,INF846K01X48,148488,KARVY,128GADP,GADPD,Ranjith.Vijayabaskar,1/1/2007 10:00
35539,Axis Global Equity Alpha Fund Of Fund Regular Idcw Reinvestment,INF846K01X55,148488,KARVY,128GADP,GADPR,Ranjith.Vijayabaskar,1/1/2007 10:00
35540,Axis Global Equity Alpha Fund Of Fund Regular Growth,INF846K01X30,148486,KARVY,128GAGP,GAGPG,Ranjith.Vijayabaskar,1/1/2007 10:00
35541,Invesco India Focused 20 Equity Fund Direct Plan Growth,INF205KA1213,148481,KARVY,120IFD1,120IFD1,Ranjith.Vijayabaskar,1/1/2007 10:00
35542,Invesco India Focused 20 Equity Fund Direct Plan Idcw Payout,INF205KA1205,148482,KARVY,120IFD2,120IFD2,Ranjith.Vijayabaskar,1/1/2007 10:00
35543,Invesco India Focused 20 Equity Fund Direct Plan Idcw Reinvestment,INF205KA1221,148482,KARVY,120IFD2,120IFD2,Ranjith.Vijayabaskar,1/1/2007 10:00
35544,Invesco India Focused 20 Equity Fund Regular Plan Idcw Payout,INF205KA1171,148484,KARVY,120IFDP,120IFDP,Ranjith.Vijayabaskar,1/1/2007 10:00
35545,Invesco India Focused 20 Equity Fund Regular Plan Idcw Reinvestment,INF205KA1197,148484,KARVY,120IFDP,120IFDP,Ranjith.Vijayabaskar,1/1/2007 10:00
35546,Invesco India Focused 20 Equity Fund Regular Plan Growth,INF205KA1189,148483,KARVY,120IFGP,120IFGP,Ranjith.Vijayabaskar,1/1/2007 10:00
35547,Mirae Asset Equity Allocator Fund Of Fund - Direct Plan - Growth,INF769K01GE9,148500,KARVY,117EAD1,EAD1,Ranjith.Vijayabaskar,1/1/2007 10:00
35548,Mirae Asset Equity Allocator Fund Of Fund - Direct Plan - Idcw Payout,INF769K01GD1,148501,KARVY,117EAD2,EAD2,Ranjith.Vijayabaskar,1/1/2007 10:00
35549,Mirae Asset Equity Allocator Fund Of Fund - Direct Plan - Idcw Reinvestment,INF769K01GF6,148501,KARVY,117EAD2,EAD2,Ranjith.Vijayabaskar,1/1/2007 10:00
35550,Mirae Asset Equity Allocator Fund Of Fund - Regular Plan - Growth,INF769K01GB5,148502,KARVY,117EARG,EARG,Ranjith.Vijayabaskar,1/1/2007 10:00
35551,Mirae Asset Equity Allocator Fund Of Fund - Regular Plan - Idcw Payout,INF769K01GA7,148503,KARVY,117EARD,EARD,Ranjith.Vijayabaskar,1/1/2007 10:00
35552,Mirae Asset Equity Allocator Fund Of Fund - Regular Plan - Idcw Reinvestment,INF769K01GC3,148503,KARVY,117EARD,EARD,Ranjith.Vijayabaskar,1/1/2007 10:00
35553,Sbi Magnum Childrens Benefit Fund - Investment Plan Regular Growth,INF200KA1Q99,148489,CAMS,L619G,619,Ranjith.Vijayabaskar,1/1/2007 10:00
35554,Sbi Magnum Childrens Benefit Fund - Investment Plan Direct Growth,INF200KA1R07,148490,CAMS,LD619G,619,Ranjith.Vijayabaskar,1/1/2007 10:00
35555,Tata Index Fund Nifty  - Regular Plan - Growth,INF277K01741,101659,CAMS,TINA,INA,Ranjith.Vijayabaskar,1/1/2007 10:00
35556,Tata Index Fund Nifty - Direct Plan - Growth,INF277K01PJ3,119288,CAMS,TINAZ,INAZ,Ranjith.Vijayabaskar,1/1/2007 10:00
35557,Tata Index Fund Sensex - Regular Plan - Growth,INF277K01758,101746,CAMS,TISA,ISA,Ranjith.Vijayabaskar,1/1/2007 10:00
35558,Tata Index Fund Sensex - Direct Plan - Growth,INF277K01PK1,119287,CAMS,TISAZ,ISAZ,Ranjith.Vijayabaskar,1/1/2007 10:00
35569,Hsbc Corporate Bond Fund Growth,INF336L01PO5,148496,CAMS,OCBG,CBG,Ranjith.Vijayabaskar,1/1/2007 10:00
35570,Hsbc Corporate Bond Fund Half Yearly Idcw Reinvestment,INF336L01PQ0,148499,CAMS,OCBHD,CBHD,Ranjith.Vijayabaskar,1/1/2007 10:00
35571,Hsbc Corporate Bond Fund Half Yearly Idcw Payout,INF336L01PQ0,148499,CAMS,OCBHD,CBHD,Ranjith.Vijayabaskar,1/1/2007 10:00
35573,Hsbc Corporate Bond Fund Quarterly Idcw Reinvestment,INF336L01PU2,148498,CAMS,OCBQD,CBQD,Ranjith.Vijayabaskar,1/1/2007 10:00
35574,Hsbc Corporate Bond Fund Quarterly Idcw Payout,INF336L01PU2,148498,CAMS,OCBQD,CBQD,Ranjith.Vijayabaskar,1/1/2007 10:00
35576,Hsbc Corporate Bond Fund Monthly Idcw Reinvestment,INF336L01PR8,148497,CAMS,OCBMD,CBMD,Ranjith.Vijayabaskar,1/1/2007 10:00
35577,Hsbc Corporate Bond Fund Monthly Idcw Payout,INF336L01PR8,148497,CAMS,OCBMD,CBMD,Ranjith.Vijayabaskar,1/1/2007 10:00
35579,Hsbc Corporate Bond Fund Direct Growth,INF336L01PH9,148492,CAMS,OHCBG,HCBG,Ranjith.Vijayabaskar,1/1/2007 10:00
35580,Hsbc Corporate Bond Fund Direct Half Yearly Idcw Reinvestment,INF336L01PJ5,148494,CAMS,OHCBHD,HCBHD,Ranjith.Vijayabaskar,1/1/2007 10:00
35581,Hsbc Corporate Bond Fund Direct Half Yearly Idcw Payout,INF336L01PJ5,148494,CAMS,OHCBHD,HCBHD,Ranjith.Vijayabaskar,1/1/2007 10:00
35583,Hsbc Corporate Bond Fund Direct Quarterly Idcw Reinvestment,INF336L01PN7,148495,CAMS,OHCBQD,HCBQD,Ranjith.Vijayabaskar,1/1/2007 10:00
35584,Hsbc Corporate Bond Fund Direct Quarterly Idcw Payout,INF336L01PN7,148495,CAMS,OHCBQD,HCBQD,Ranjith.Vijayabaskar,1/1/2007 10:00
35586,Hsbc Corporate Bond Fund Direct Monthly Idcw Reinvestment,INF336L01PK3,148493,CAMS,OHCBMD,HCBMD,Ranjith.Vijayabaskar,1/1/2007 10:00
35587,Hsbc Corporate Bond Fund Direct Monthly Idcw Payout,INF336L01PK3,148493,CAMS,OHCBMD,HCBMD,Ranjith.Vijayabaskar,1/1/2007 10:00
35589,Uti Focussed Equity Fund Series Iv (1104 Days)-Direct Plan - Idcw Payout,INF789FC1T37,141826,KARVY,108FRD1,663,Ranjith.Vijayabaskar,1/1/2007 10:00
35590,Uti Focussed Equity Fund Series Iv (1104 Days)-Direct Plan - Growth,INF789FC1T45,141827,KARVY,108FRG1,663,Ranjith.Vijayabaskar,1/1/2007 10:00
35597,Icici Prudential Liquid Fund - Idcw Payout,INF109K01VT5,115505,CAMS,P1780,LIQUID,Ranjith.Vijayabaskar,1/1/2007 10:00
35601,Icici Prudential Liquid Fund - Idcw Reinvestment,INF109K01VT5,115505,CAMS,P1780,LIQUID,Ranjith.Vijayabaskar,1/1/2007 10:00
35605,Icici Prudential Savings Fund - Idcw Payout,INF109K01WN6,115511,CAMS,P1778,DEBT,Ranjith.Vijayabaskar,1/1/2007 10:00
35609,Icici Prudential Savings Fund - Idcw Reinvestment,INF109K01WN6,115511,CAMS,P1778,DEBT,Ranjith.Vijayabaskar,1/1/2007 10:00
35641,Icici Prudential Regular Savings Fund - Bonus,INF109KA1319,128110,CAMS,PIMPB,DEBT,Ranjith.Vijayabaskar,1/1/2007 10:00
35642,Icici Prudential Short Term Fund - Bonus,INF109KA1376,122674,CAMS,P24B,DEBT,Ranjith.Vijayabaskar,1/1/2007 10:00
35643,Icici Prudential Long Term Bond Fund - Bonus,INF109KA1335,122673,CAMS,P22B,DEBT,Ranjith.Vijayabaskar,1/1/2007 10:00
35644,Sundaram Bluechip Fund Regular Growth,INF903JA1IZ3,148504,KARVY,176BCGP,BCGP,Ranjith.Vijayabaskar,1/1/2007 10:00
35645,Sundaram Bluechip Fund Regular Idcw Reinvestment,INF903JA1JB2,148506,KARVY,176BCDP,BCDP,Ranjith.Vijayabaskar,1/1/2007 10:00
35646,Sundaram Bluechip Fund Regular Idcw Payout,INF903JA1JA4,148505,KARVY,176BCDP,BCDP,Ranjith.Vijayabaskar,1/1/2007 10:00
35647,Sundaram Bluechip Fund Direct Growth,INF903JA1JC0,148507,KARVY,176BCDG,BCDG,Ranjith.Vijayabaskar,1/1/2007 10:00
35648,Sundaram Bluechip Fund Direct Idcw Reinvestment,INF903JA1JE6,148509,KARVY,176BCD1,BCD1,Ranjith.Vijayabaskar,1/1/2007 10:00
35649,Sundaram Bluechip Fund Direct Idcw Payout,INF903JA1JD8,148508,KARVY,176BCD1,BCD1,Ranjith.Vijayabaskar,1/1/2007 10:00
35650,Icici Prudential Esg Fund Growth,INF109KC1N75,148517,CAMS,P3435,ESGFUND,Ranjith.Vijayabaskar,1/1/2007 10:00
35651,Icici Prudential Esg Fund Idcw Reinvestment,INF109KC1N83,148514,CAMS,P3436,ESGFUND,Ranjith.Vijayabaskar,1/1/2007 10:00
35652,Icici Prudential Esg Fund Idcw Payout,INF109KC1N83,148514,CAMS,P3436,ESGFUND,Ranjith.Vijayabaskar,1/1/2007 10:00
35654,Icici Prudential Esg Fund Direct Plan Growth,INF109KC1O09,148516,CAMS,P9637,ESGFUND,Ranjith.Vijayabaskar,1/1/2007 10:00
35655,Icici Prudential Esg Fund Direct Plan Idcw Reinvestment,INF109KC1O17,148515,CAMS,P9638,ESGFUND,Ranjith.Vijayabaskar,1/1/2007 10:00
35656,Icici Prudential Esg Fund Direct Plan Idcw Payout,INF109KC1O17,148515,CAMS,P9638,ESGFUND,Ranjith.Vijayabaskar,1/1/2007 10:00
35668,Hdfc Banking And Psu Debt Fund - Direct Plan- Idcw Reinvestment Option,INF179KA1JA8,128626,CAMS,HHBPDT,HBPDT,Ranjith.Vijayabaskar,1/1/2007 10:00
35677,Hdfc Dynamic Debt Fund - Regular Plan - Normal Idcw Reinvestment,INF179KA1R11,133370,CAMS,H11N,11N,Ranjith.Vijayabaskar,1/1/2007 10:00
35679,Hdfc Dynamic Debt Fund - Direct - Yearly Idcw Reinvestment,INF179K01WG3,119074,CAMS,H28T,28T,Ranjith.Vijayabaskar,1/1/2007 10:00
35681,Hdfc Medium Term Debt Fund - Normal Idcw Reinvestment,INF179KA1E16,132852,CAMS,H29ND,29ND,Ranjith.Vijayabaskar,1/1/2007 10:00
35683,Hdfc Medium Term Debt Fund - Direct Plan Normal-Idcw Reinvestment,INF179KA1D90,132853,CAMS,H29NT,29NT,Ranjith.Vijayabaskar,1/1/2007 10:00
35685,Hdfc Medium Term Debt Fund - Direct Plan Fortnightly Idcw Reinvestment,INF179KA1NP8,119080,CAMS,H29T,29T,Ranjith.Vijayabaskar,1/1/2007 10:00
35687,Hdfc Credit Risk Debt Fund- Direct - Quarterly Idcw Reinvestment,INF179KA1GA4,133147,CAMS,HCDODT,CDODT,Ranjith.Vijayabaskar,1/1/2007 10:00
35689,Hdfc Focused 30 Fund - Direct Plan - Idcw Reinvestment,INF179K01VI1,118949,CAMS,HCORDT,CORDT,Ranjith.Vijayabaskar,1/1/2007 10:00
35691,Hdfc Balance Advantage Fund - Direct Plan - Idcw Reinvestment,INF179K01VY8,118969,CAMS,HGFDT,GFDT,Ranjith.Vijayabaskar,1/1/2007 10:00
35693,Hdfc Gilt Fund - Direct Plan - Idcw Reinvestment,INF179K01VR2,119115,CAMS,HGLDT,GLDT,Ranjith.Vijayabaskar,1/1/2007 10:00
35695,Hdfc Floating Rate Debt Fund - Wholesale Option - Regular Plan - Idcw Weekly Reinvestment,INF179K01731,106840,CAMS,HISWD,ISWD,Ranjith.Vijayabaskar,1/1/2007 10:00
35697,Hdfc Dynamic Pe Ratio Fund Of Funds - Direct Plan - Idcw Reinvestment,INF179KA1SD3,130547,CAMS,HMAQ1D,MAQ1D,Ranjith.Vijayabaskar,1/1/2007 10:00
35699,Hdfc Hybrid Debt Fund - Direct Plan - Idcw Reinvestment Option,INF179K01XF3,119119,CAMS,HMLTMT,MLTMT,Ranjith.Vijayabaskar,1/1/2007 10:00
35701,Hdfc Hybrid Debt Fund- Direct Plan - Quarterly Idcw Reinvestment,INF179K01XH9,119120,CAMS,HMLTQT,MLTQT,Ranjith.Vijayabaskar,1/1/2007 10:00
35703,Hdfc Corporate Bond Fund - Direct Plan - Quarterly Idcw Reinvestment Option,INF179K01XB2,118986,CAMS,HMTODT,MTODT,Ranjith.Vijayabaskar,1/1/2007 10:00
35705,Hdfc Short Term Debt Fund - Direct Plan - Normal Idcw Reinvestment,INF179KA1Q53,133367,CAMS,HSTONT,STONT,Ranjith.Vijayabaskar,1/1/2007 10:00
35707,Hdfc Arbitrage Fund - Retail Plan - Quarterly Idcw Reinvestment Option,INF179K01327,106797,CAMS,HAFRDQ,AFRDQ,Ranjith.Vijayabaskar,1/1/2007 10:00
35714,Principal Large Cap Fund - Regular Idcw Payout,INF173K01OX8,148522,KARVY,103LARD,LARDD,Ranjith.Vijayabaskar,1/1/2007 10:00
35715,Principal Large Cap Fund - Regular Idcw Reinvestment,INF173K01OY6,148522,KARVY,103LARD,LARDR,Ranjith.Vijayabaskar,1/1/2007 10:00
35716,Principal Large Cap Fund - Regular Growth,INF173K01OW0,148491,KARVY,103LARG,LARGG,Ranjith.Vijayabaskar,1/1/2007 10:00
35717,Principal Large Cap Fund - Direct Idcw Payout,INF173K01PB1,148525,KARVY,103LAZD,LAZDD,Ranjith.Vijayabaskar,1/1/2007 10:00
35718,Principal Large Cap Fund - Direct Idcw Reinvestment,INF173K01PD7,148525,KARVY,103LAZD,LAZDR,Ranjith.Vijayabaskar,1/1/2007 10:00
35719,Principal Large Cap Fund - Direct Growth,INF173K01PA3,148524,KARVY,103LAZG,LAZGG,Ranjith.Vijayabaskar,1/1/2007 10:00
35720,Nippon India Nifty Smallcap 250 Index Fund-Regular Plan-Growth,INF204KB12W7,148518,KARVY,RMFNSGP,NSGPG,Ranjith.Vijayabaskar,1/1/2007 10:00
35721,Nippon India Nifty Smallcap 250 Index Fund-Regular Plan-Idcw Payout,INF204KB13W5,148520,KARVY,RMFNSDP,NSDPD,Ranjith.Vijayabaskar,1/1/2007 10:00
35722,Nippon India Nifty Smallcap 250 Index Fund-Direct Plan-Growth,INF204KB15W0,148519,KARVY,RMFNSAG,NSAGG,Ranjith.Vijayabaskar,1/1/2007 10:00
35723,Nippon India Nifty Smallcap 250 Index Fund-Direct Plan-Idcw Payout,INF204KB16W8,148521,KARVY,RMFNSAD,NSADD,Ranjith.Vijayabaskar,1/1/2007 10:00
35724,Nippon India Nifty Smallcap 250 Index Fund-Regular Plan-Idcw Reinvestement,INF204KB14W3,148520,KARVY,RMFNSDP,NSDPR,Ranjith.Vijayabaskar,1/1/2007 10:00
35725,Nippon India Nifty Smallcap 250 Index Fund-Direct Plan-Idcw Reinvestement,INF204KB17W6,148521,KARVY,RMFNSAD,NSADR,Ranjith.Vijayabaskar,1/1/2007 10:00
